,Date,Open,Close,Low,High,Volume
32,2020-06-17 23:00:00,1.12448,1.1242,1.123795,1.12464,8770
33,2020-06-18 00:00:00,1.12421,1.12413,1.123865,1.12502,10200
34,2020-06-18 01:00:00,1.12413,1.12354,1.1225,1.12498,10224
35,2020-06-18 02:00:00,1.123535,1.12394,1.1232,1.12408,10059
36,2020-06-18 03:00:00,1.123945,1.12493,1.123945,1.125175,9466
37,2020-06-18 04:00:00,1.12494,1.125545,1.124455,1.12614,9134
38,2020-06-18 05:00:00,1.125575,1.125105,1.12476,1.12598,8764
39,2020-06-18 06:00:00,1.1251,1.12542,1.124485,1.12585,10008
40,2020-06-18 07:00:00,1.125415,1.12433,1.12403,1.125785,11294
41,2020-06-18 08:00:00,1.124325,1.124935,1.12301,1.126005,11530
42,2020-06-18 09:00:00,1.12493,1.125055,1.124525,1.12615,11120
43,2020-06-18 10:00:00,1.12506,1.125515,1.123925,1.125595,10457
44,2020-06-18 11:00:00,1.12551,1.123445,1.123015,1.125865,11764
45,2020-06-18 12:00:00,1.123435,1.12274,1.12143,1.12348,11873
46,2020-06-18 13:00:00,1.122745,1.12128,1.12111,1.12319,12007
47,2020-06-18 14:00:00,1.121295,1.122125,1.12029,1.12265,12047
48,2020-06-18 15:00:00,1.12212,1.121485,1.12111,1.123265,10702
49,2020-06-18 16:00:00,1.12149,1.11938,1.119255,1.12174,10832
50,2020-06-18 17:00:00,1.119375,1.12039,1.11856,1.1205,9851
51,2020-06-18 18:00:00,1.120395,1.120875,1.119955,1.12088,9491
52,2020-06-18 19:00:00,1.120865,1.12026,1.12022,1.121305,9166
53,2020-06-18 20:00:00,1.120255,1.12053,1.11998,1.120995,7884
54,2020-06-18 21:00:00,1.120545,1.12043,1.12007,1.121025,6041
55,2020-06-18 22:00:00,1.12039,1.120925,1.12039,1.120955,7968
56,2020-06-18 23:00:00,1.12093,1.120795,1.12071,1.12134,7170
57,2020-06-19 00:00:00,1.120805,1.12038,1.11996,1.12084,9369
58,2020-06-19 01:00:00,1.120375,1.120605,1.1199,1.121055,9520
59,2020-06-19 02:00:00,1.120605,1.121075,1.12041,1.12109,9069
60,2020-06-19 03:00:00,1.12108,1.121465,1.12086,1.121475,8538
61,2020-06-19 04:00:00,1.12146,1.12135,1.121125,1.12162,7955
62,2020-06-19 05:00:00,1.121345,1.12148,1.12125,1.121725,6953
63,2020-06-19 06:00:00,1.121485,1.12168,1.12054,1.122185,14513
64,2020-06-19 07:00:00,1.121675,1.12129,1.120485,1.12188,14093
65,2020-06-19 08:00:00,1.121285,1.12162,1.120365,1.12198,12741
