Date,Open,Close,Low,High,Volume
2020-11-12 22:00:00,16140.175,16225.973,16117.595,16340.695,5997.245222
2020-11-12 23:00:00,16225.575,16296.585,16174.995,16339.685,3150.398596
2020-11-13 00:00:00,16291.855,16391.215,16263.795,16439.8055,4953.746516
2020-11-13 01:00:00,16391.215,16430.3055,16359.145,16471.465,3700.22906
2020-11-13 02:00:00,16431.285,16392.4055,16355.995,16473.385,3166.772397
2020-11-13 03:00:00,16392.415,16432.985,16362.285,16459.725,2296.226081
2020-11-13 04:00:00,16433.175,16399.245,16364.015,16449.215,2095.256979
2020-11-13 05:00:00,16399.245,16233.875,16191.505,16399.995,4668.016584
2020-11-13 06:00:00,16233.875,16314.535,16215.595,16337.545,2397.110833
2020-11-13 07:00:00,16314.535,16253.3055,16177.861,16314.535,2637.986315
2020-11-13 08:00:00,16253.3055,16264.055,16152.495,16282.1675,3354.121167
2020-11-13 09:00:00,16263.725,16324.6055,16222.485,16356.845,3579.57974
2020-11-13 10:00:00,16321.8055,16202.515,16165.0055,16344.855,3377.310855
2020-11-13 11:00:00,16201.575,16225.0055,16071.975,16240.765,4802.986939
2020-11-13 12:00:00,16225.0055,16244.555,16202.865,16309.995,3082.358021
2020-11-13 13:00:00,16246.535,16231.995,16200.4735,16299.995,2671.879135
2020-11-13 14:00:00,16230.575,16210.325,16124.3055,16279.925,3417.567488
2020-11-13 15:00:00,16210.325,16100.165,16070.9775,16219.615,3968.960954
2020-11-13 16:00:00,16100.465,16173.095,15954.1115,16199.0315,7307.461173
2020-11-13 17:00:00,16173.0055,16249.0055,16109.375,16254.375,2863.628888
2020-11-13 18:00:00,16248.355,16246.615,16209.435,16273.485,1925.280236
2020-11-13 19:00:00,16246.695,16281.8055,16224.555,16297.035,2070.241464
2020-11-13 20:00:00,16281.995,16202.145,16178.675,16282.695,1774.321822
2020-11-13 21:00:00,16201.935,16272.795,16200.195,16289.995,1626.199056
2020-11-13 22:00:00,16272.785,16309.425,16272.785,16354.683,1858.259118
2020-11-13 23:00:00,16309.715,16321.5055,16274.025,16352.575,1675.763522
2020-11-14 00:00:00,16320.775,16283.955,16213.215,16326.985,2808.49257
2020-11-14 01:00:00,16283.955,16193.425,16180.885,16283.955,1573.926296
2020-11-14 02:00:00,16193.545,16160.5055,16146.215,16229.425,1471.785902
2020-11-14 03:00:00,16161.075,16178.625,16141.0055,16197.295,1218.539788
2020-11-14 04:00:00,16178.625,16133.0055,16100.875,16191.495,1746.519134
